의류수거함,위치,위도,경도
인헌동-66,서울특별시 관악구 인헌길 151-5,37.4693223265,126.9689855288
인헌동-67,서울특별시 관악구 인헌길 155,37.4690048971,126.9689732253
인헌동-68,서울특별시 관악구 인헌길 167,37.4685493263,126.9692424540
인헌동-69,서울특별시 관악구 인헌길 169-11,37.4687311859,126.9697290275
인헌동-70,서울특별시 관악구 인헌길 169-21,37.4689770030,126.9698125801
인헌동-71,서울특별시 관악구 인헌길 169-9,37.4686840266,126.9695871782
인헌동-72,서울특별시 관악구 인헌길 33-12,37.4736550026,126.9672677540
조원동-1,서울특별시 관악구 난곡로65길 24,37.4823100510,126.9128337851
조원동-2,서울특별시 관악구 남부순환로125길 8,37.4808771988,126.9062711419
조원동-3,서울특별시 관악구 남부순환로125길 8,37.4808771988,126.9062711419
조원동-4,서울특별시 관악구 남부순환로141길 5,37.4813401568,126.9095330650
조원동-5,서울특별시 관악구 남부순환로143가길 43,37.4822021991,126.9081926843
조원동-6,서울특별시 관악구 남부순환로143길 10 앞,37.4817847633,126.9110211049
조원동-7,서울특별시 관악구 남부순환로143길 27,37.482487802,126.9105196274
조원동-8,서울특별시 관악구 남부순환로143길 47,37.4833948172,126.9102425552
조원동-9,서울특별시 관악구 남부순환로145길 11-3,37.4821346030,126.9118331583
조원동-10,서울특별시 관악구 시흥대로162길 16,37.4811740378,126.9019978492
조원동-11,서울특별시 관악구 시흥대로162길 6,37.4816036648,126.9018122058
조원동-12,서울특별시 관악구 시흥대로164길 13,37.4822725399,126.9023151386
조원동-13,서울특별시 관악구 시흥대로166길 14,37.4826377755,126.9024930772
조원동-14,서울특별시 관악구 조원로10길 39,37.4818900386,126.9050498217
조원동-15,서울특별시 관악구 조원로14길 32,37.4822868578,126.9099015261
조원동-16,서울특별시 관악구 조원로16가길 42,37.4825310045,126.9128693695
조원동-17,서울특별시 관악구 조원로16가길 51,37.4824598621,126.9134102331
조원동-18,서울특별시 관악구 조원로16길 40,37.4823358000,126.9112339143
조원동-19,서울특별시 관악구 조원로18길 18-1,37.4832066357,126.9126997799
조원동-20,서울특별시 관악구 조원로18길 25,37.4829608537,126.9138222251
조원동-21,서울특별시 관악구 조원로18길 5,37.4841198553,126.9117935138
조원동-22,서울특별시 관악구 조원로2길 88,37.4801619564,126.9001939472
조원동-23,서울특별시 관악구 조원로2길 89,37.4799720329,126.9003115554
조원동-24,서울특별시 관악구 조원로6길 1 건너편,37.4831486008,126.9053163042
조원동-25,서울특별시 관악구 조원중앙로1길 65,37.4798936633,126.9009759958
조원동-26,서울특별시 관악구 조원중앙로2길 14,37.4807114020,126.9056908964
조원동-27,서울특별시 관악구 조원중앙로2길 2,37.4806478865,126.9049110855
조원동-28,서울특별시 관악구 조원중앙로2길 99,37.4818557277,126.9102599988
청룡동-1,서울특별시 관악구 관악로11길 17,37.4776871591,126.9512118200
청룡동-2,서울특별시 관악구 관악로11길 41,37.4779467880,126.9498206056
청룡동-3,서울특별시 관악구 관악로11길 50,37.4782447805,126.9494652949
청룡동-4,서울특별시 관악구 관악로11길 69,37.4784594416,126.9483095933
청룡동-5,서울특별시 관악구 관악로15길 26,37.4804299821,126.9509234294
청룡동-6,서울특별시 관악구 관악로15길 47-19,37.4797260483,126.9499085064
청룡동-7,서울특별시 관악구 관악로15길 54,37.4805718198,126.9494719812
청룡동-8,서울특별시 관악구 관악로17길 37,37.4806982686,126.9495591788
청룡동-9,서울특별시 관악구 관악로5길 33,37.4742339489,126.9518700984
청룡동-10,서울특별시 관악구 관악로5길 42,37.4750846730,126.9520685245
청룡동-11,서울특별시 관악구 남부순환로214길 41,37.4798314304,126.9475418807
청룡동-12,서울특별시 관악구 쑥고개로21길 22,37.4801518967,126.9485145353
청룡동-13,서울특별시 관악구 쑥고개로22길 40,37.4774097108,126.9477751113
청룡동-14,서울특별시 관악구 쑥고개로26길 23,37.4777730350,126.9497305030
청룡동-15,서울특별시 관악구 쑥고개로30길 11,37.4781839956,126.9508251821
청룡동-16,서울특별시 관악구 쑥고개로30길 28,37.4776268022,126.9501581783
청룡동-17,서울특별시 관악구 장군봉15길 9,37.4791714465,126.9399811220
청룡동-18,서울특별시 관악구 장군봉15길 9,37.4791714465,126.9399811220
청룡동-19,서울특별시 관악구 장군봉3길 24,37.4812918011,126.9408947712
청룡동-20,서울특별시 관악구 장군봉3길 8,37.4815722149,126.9402177622
청룡동-21,서울특별시 관악구 장군봉4길 20,37.4822783060,126.9389269259
청룡동-22,서울특별시 관악구 장군봉5길 9,37.4812027574,126.9401311124
청룡동-23,서울특별시 관악구 장군봉6길 1,37.4812917192,126.9394869306
청룡동-24,서울특별시 관악구 장군봉6길 21,37.4817074433,126.9386110430
청룡동-25,서울특별시 관악구 장군봉6길 30,37.4820686282,126.9382086970
청룡동-26,서울특별시 관악구 장군봉6길 42,37.4823291357,126.9375722772
청룡동-27,서울특별시 관악구 장군봉7길 16,37.4803957842,126.9400728520
청룡동-28,서울특별시 관악구 장군봉7길 33,37.4799568086,126.9407797107
청룡동-29,서울특별시 관악구 장군봉8길 15,37.4809678410,126.9385067276
청룡동-30,서울특별시 관악구 장군봉9길 20,37.4801584046,126.9397897140
청룡동-31,서울특별시 관악구 장군봉9길 5,37.4798247581,126.9390809875
청룡동-32,서울특별시 관악구 장군봉길 59,37.4802380606,126.9390997591
청룡동-33,서울특별시 관악구 장군봉길 85,37.4793692009,126.9392424657
청룡동-34,서울특별시 관악구 참숯1길 57,37.4775214747,126.9398952756
청룡동-35,서울특별시 관악구 참숯5길 6,37.4773630957,126.9401091904
청룡동-36,서울특별시 관악구 청룡10길 10,37.4789698161,126.9452053499
청룡동-37,서울특별시 관악구 청룡11길 13,37.4777392448,126.9464438731
청룡동-38,서울특별시 관악구 청룡11길 28,37.4774472713,126.9471411824
청룡동-39,서울특별시 관악구 청룡12길 1,37.4776917841,126.9455078034
청룡동-40,서울특별시 관악구 청룡12길 11,37.4777143703,126.9450556760
청룡동-41,서울특별시 관악구 청룡12길 21,37.4778017094,126.9443524028
청룡동-42,서울특별시 관악구 청룡13길 15,37.4771853122,126.9464615658
청룡동-43,서울특별시 관악구 청룡15길 14,37.4764407705,126.9463788891
청룡동-44,서울특별시 관악구 청룡15길 26,37.4765315990,126.9467924897
청룡동-45,서울특별시 관악구 청룡15길 30,37.4763833324,126.9470811087
청룡동-46,서울특별시 관악구 청룡16길 16,37.4769096054,126.9447053431
청룡동-47,서울특별시 관악구 청룡1길 19,37.4812391310,126.9474610753
청룡동-48,서울특별시 관악구 청룡1길 42,37.4808713899,126.9486006462
청룡동-49,서울특별시 관악구 청룡3길 22,37.4805772354,126.9474287513
청룡동-50,서울특별시 관악구 청룡5길 6,37.4804270900,126.9463435925
청룡동-51,서울특별시 관악구 청룡7길 38,37.4795314796,126.9481431107
청룡동-52,서울특별시 관악구 청룡7길 64,37.4794108785,126.9494927743
청룡동-53,서울특별시 관악구 청룡8길 83,37.4798761663,126.9414991705
청룡동-54,서울특별시 관악구 청룡9길 12,37.4786679739,126.9465736786
청룡동-55,서울특별시 관악구 청룡9길 12-39,37.4780419061,126.9464707906
청룡동-56,서울특별시 관악구 청룡길 112,37.4768456680,126.9453600900
청룡동-57,서울특별시 관악구 청룡길 41,37.4799392715,126.9461187271
보라매동-1,서울특별시 관악구 당곡2길 107,37.4926993879,126.9341097744
보라매동-2,서울특별시 관악구 당곡2길 33,37.4912618848,126.9305850881
보라매동-3,서울특별시 관악구 당곡6가길 1,37.4916091865,126.9284099578
보라매동-4,서울특별시 관악구 당곡6가길 12,37.4920754945,126.9286196110
보라매동-5,서울특별시 관악구 당곡6길 56,37.4924454426,126.9304228563
보라매동-6,서울특별시 관악구 당곡6나길 18,37.4919947271,126.9306755504
보라매동-7,서울특별시 관악구 당곡6나길 26,37.4921943397,126.9312054747
보라매동-8,서울특별시 관악구 당곡6나길 3,37.4921828156,126.9299934042
보라매동-9,서울특별시 관악구 당곡6다길 29,37.4935047904,126.9294167072
보라매동-10,서울특별시 관악구 당곡6라길 18,37.4934440203,126.9302558159
보라매동-11,서울특별시 관악구 당곡길 68-6,37.4918548004,126.9276691800
보라매동-12,서울특별시 관악구 보라매로6길 20,37.4925131096,126.9280188618
보라매동-13,서울특별시 관악구 보라매로6길 34-4,37.4922490981,126.9287348983
보라매동-14,서울특별시 관악구 보라매로6길 45,37.4928052880,126.9294827250
보라매동-15,서울특별시 관악구 보라매로6길 45-14,37.4936899320,126.9290902970
보라매동-16,서울특별시 관악구 봉천로13길 29-16,37.4901705141,126.9306183243
보라매동-17,서울특별시 관악구 봉천로13길 90,37.4914528775,126.9328880578
보라매동-18,서울특별시 관악구 봉천로13길 98,37.4911990017,126.9330962323
보라매동-19,서울특별시 관악구 봉천로13나길 15,37.4896975598,126.9310536446
보라매동-20,서울특별시 관악구 봉천로13나길 64,37.4902394962,126.9335349141
보라매동-21,서울특별시 관악구 봉천로13다길 23,37.4911984503,126.9327599438
보라매동-22,서울특별시 관악구 봉천로13다길 3,37.4907566647,126.9317789562
보라매동-23,서울특별시 관악구 봉천로19길 23-14,37.4886041754,126.9333890296
보라매동-24,서울특별시 관악구 봉천로19길 39,37.4889540131,126.9336674438
보라매동-25,서울특별시 관악구 봉천로21길 21,37.4878423982,126.9340759356
보라매동-26,서울특별시 관악구 봉천로21길 35,37.4884675978,126.9340585384
보라매동-27,서울특별시 관악구 봉천로21길 93,37.4910870564,126.9336642007
보라매동-28,서울특별시 관악구 봉천로21나길 11,37.4890329687,126.9346867277
보라매동-29,서울특별시 관악구 봉천로21나길 33,37.4888792324,126.9359589309
보라매동-30,서울특별시 관악구 봉천로21다길 13,37.4895691648,126.9345357595
보라매동-31,서울특별시 관악구 봉천로21다길 28,37.4902262127,126.9345956812
보라매동-32,서울특별시 관악구 봉천로21다길 5,37.4892345515,126.9344109924
보라매동-33,서울특별시 관악구 봉천로23길 31,37.4878149330,126.9357395767
보라매동-34,서울특별시 관악구 봉천로23길 73,37.4893781221,126.9367987549
보라매동-35,서울특별시 관악구 봉천로23길 92,37.4895366118,126.9379936986
보라매동-36,서울특별시 관악구 봉천로23다길 31-4,37.4874741010,126.9376247576
보라매동-37,서울특별시 관악구 봉천로23다길 59-3,37.4874355286,126.9389875172
보라매동-38,서울특별시 관악구 봉천로23바길 13-25,37.4887011939,126.9378155084
보라매동-39,서울특별시 관악구 봉천로23바길 21,37.4885992959,126.9374851952
보라매동-40,서울특별시 관악구 은천로5길 18,37.4870779317,126.9381464533
보라매동-41,서울특별시 관악구 은천로5길 37,37.4879288459,126.9381508399
은천동-1,서울특별시 관악구 국회단지12길 18,37.4886569972,126.9428974756
은천동-2,서울특별시 관악구 국회단지12길 3,37.4889764653,126.9420970149
은천동-3,서울특별시 관악구 국회단지13길 16,37.4891836300,126.9410503616
은천동-4,서울특별시 관악구 국회단지16길 29,37.4892544952,126.9437315025
은천동-5,서울특별시 관악구 국회단지18길 13,37.4896872414,126.9429638573
은천동-6,서울특별시 관악구 국회단지18길 32,37.4893342178,126.9438862403
은천동-7,서울특별시 관악구 국회단지22길 16,37.4900918300,126.9430389705
은천동-8,서울특별시 관악구 국회단지22길 24,37.4899680117,126.9435606771
은천동-9,서울특별시 관악구 국회단지25길 12,37.4908959912,126.9414053180
은천동-10,서울특별시 관악구 국회단지27길 11,37.4910906129,126.9410514637
은천동-11,서울특별시 관악구 국회단지4길 9,37.4877745779,126.9407579361
은천동-12,서울특별시 관악구 국회단지5길 3,37.4878382081,126.9400811543
은천동-13,서울특별시 관악구 국회단지6길 33,37.4878555878,126.9424168542
은천동-14,서울특별시 관악구 국회단지6길 6,37.4879170471,126.9409777474
은천동-15,서울특별시 관악구 국회단지7길 19,37.4882793922,126.9394733795
은천동-16,서울특별시 관악구 국회단지7길 26,37.4885131679,126.9392280501
은천동-17,서울특별시 관악구 국회단지9길 7,37.4884550196,126.9405797623
은천동-18,서울특별시 관악구 국회단지길 133,37.4911729090,126.9414824459
은천동-19,서울특별시 관악구 국회단지길 136-14,37.4911432928,126.9422698189
은천동-20,서울특별시 관악구 국회단지길 98,37.4898231541,126.9423055487
은천동-21,서울특별시 관악구 남부순환로191가길 7,37.4855782222,126.9346653127
은천동-22,서울특별시 관악구 봉천로27길 24,37.4853216536,126.9398269533
은천동-23,서울특별시 관악구 봉천로27길 58-5,37.4857961691,126.9422637576
은천동-24,서울특별시 관악구 봉천로31길 51,37.4850027173,126.9395144657
은천동-25,서울특별시 관악구 봉천로33길 18,37.4839927528,126.9438462529
은천동-26,서울특별시 관악구 봉천로33길 34,37.4846175991,126.9440297443
은천동-27,서울특별시 관악구 봉천로33길 34,37.4846175991,126.9440297443
은천동-28,서울특별시 관악구 봉천로33나길 18,37.4856491373,126.9432195212
은천동-29,서울특별시 관악구 양녕로5길 17,37.4849400308,126.9458795045
은천동-30,서울특별시 관악구 양녕로5길 31,37.4851564222,126.9452261590
은천동-31,서울특별시 관악구 양녕로5길 37,37.4852578906,126.9448708272
은천동-32,서울특별시 관악구 양녕로5길 43,37.4852211103,126.9444451558
은천동-33,서울특별시 관악구 은천로10길 35,37.4848612164,126.9415785009
은천동-34,서울특별시 관악구 은천로2길 24,37.4856148202,126.9380421672
은천동-35,서울특별시 관악구 은천로2길 6,37.4860524208,126.9371531999
은천동-36,서울특별시 관악구 은천로8길 9,37.4856826867,126.9400023714
신림동-1,서울특별시 관악구 관천로16길 28,37.4873316879,126.9249806542
신림동-2,서울특별시 관악구 관천로18길 27,37.4879543071,126.9244508573
신림동-3,서울특별시 관악구 관천로18길 31,37.4879944354,126.9247858477
신림동-4,서울특별시 관악구 관천로20길 22,37.4880050859,126.9239702522
신림동-5,서울특별시 관악구 관천로22길 15,37.4885788509,126.9232784593
신림동-6,서울특별시 관악구 관천로22길 3,37.4884390303,126.9224745461
신림동-7,서울특별시 관악구 관천로22길 61,37.4888898881,126.9258327959
신림동-8,서울특별시 관악구 관천로22길 61,37.4888898881,126.9258327959
신림동-9,서울특별시 관악구 관천로22길 79,37.4886384198,126.9268491137
신림동-10,서울특별시 관악구 관천로24길 16,37.4887802565,126.9229099756
신림동-11,서울특별시 관악구 관천로26길 15,37.4894820267,126.9217759163
신림동-12,서울특별시 관악구 관천로26길 47,37.4895440645,126.9236403260
신림동-13,서울특별시 관악구 관천로26길 60,37.4893128788,126.9243607264
신림동-14,서울특별시 관악구 관천로26길 79,37.4894013512,126.9254847020
신림동-15,서울특별시 관악구 남부순환로185길 25,37.4858279975,126.9321359849
신림동-16,서울특별시 관악구 남부순환로187길 21,37.4858719225,126.9333242930
신림동-17,서울특별시 관악구 봉천로12길 9,37.4882499906,126.9293583314
신림동-18,서울특별시 관악구 봉천로14길 17,37.4874933212,126.9304160293
신림동-19,서울특별시 관악구 봉천로20길 7,37.4863998419,126.9333576315
신림동-20,서울특별시 관악구 봉천로6길 33,37.4882589731,126.9257860426
신림동-21,서울특별시 관악구 봉천로8길 29,37.4881915587,126.9272035773
신림동-22,서울특별시 관악구 봉천로8길 39,37.4877059741,126.9272988020
신림동-23,서울특별시 관악구 봉천로8길 7,37.4890513067,126.9270679598
신림동-24,서울특별시 관악구 신림동2길 5,37.4876661903,126.9278059640
신림동-25,서울특별시 관악구 신림동5가길 25-8,37.4862633303,126.9259287875
신림동-26,서울특별시 관악구 신림동길 34,37.4869846407,126.9250139046
신림동-27,서울특별시 관악구 신림동길 40,37.4868481507,126.9243271422
신림동-28,서울특별시 관악구 신림로70길 70,37.4865933059,126.9324367356
신림동-29,서울특별시 관악구 신림로71길 16,37.4884371785,126.9273582478
신림동-30,서울특별시 관악구 신림로71길 42,37.4881299039,126.9260016849
신림동-31,서울특별시 관악구 신림로73길 13,37.4890614591,126.9273134317
중앙동-1,서울특별시 관악구 봉천로41길 27,37.4839996012,126.9479811657
중앙동-2,서울특별시 관악구 봉천로43길 23,37.4842529917,126.9486606290
중앙동-3,서울특별시 관악구 봉천로49길 20,37.4833081169,126.9521246657
중앙동-4,서울특별시 관악구 양녕로2가길 12,37.4839016391,126.9473204798
중앙동-5,서울특별시 관악구 양녕로2길 30,37.4831837824,126.9482876832
중앙동-6,서울특별시 관악구 양녕로6길 81,37.4836530097,126.9509934567
중앙동-7,서울특별시 관악구 양녕로6길 93-10,37.4839034837,126.9518547380
중앙동-8,서울특별시 관악구 양녕로6나길 30,37.4855326649,126.9498520533
중앙동-9,서울특별시 관악구 양녕로6다길 11-2,37.4845113727,126.9498536404
중앙동-10,서울특별시 관악구 양녕로6다길 45,37.4843159858,126.9516839698
중앙동-11,서울특별시 관악구 양녕로6다길 8,37.4841267034,126.9499983955
중앙동-12,서울특별시 관악구 은천로 144,37.4861796113,126.9509791427
중앙동-13,서울특별시 관악구 은천로24길 14,37.4862047881,126.9483212177
중앙동-14,서울특별시 관악구 은천로26길 6,37.4862121034,126.9504648844
중앙동-15,서울특별시 관악구 은천로28길 3 맞은편,37.4861807,126.9511472
중앙동-16,서울특별시 관악구 은천로30길 10,37.4859995384,126.9515094385
중앙동-17,서울특별시 관악구 은천로32길 5,37.4861184278,126.9522873873
중앙동-18,서울특별시 관악구 은천로34길 8,37.4858074918,126.9525156436
중앙동-19,서울특별시 관악구 은천로35길 34-8,37.4874805813,126.9543640827
중앙동-20,서울특별시 관악구 은천로38길 17,37.4850605664,126.9548406627
중앙동-21,서울특별시 관악구 중앙1길 11,37.4836630360,126.9532796241
중앙동-22,서울특별시 관악구 중앙길 133,37.4862780245,126.9478757887
행운동-1,서울특별시 관악구 관악로24가길 16 맞은편,37.4841904742,126.9570464213
행운동-2,서울특별시 관악구 관악로28길 52 맞은편,37.4848281364,126.9588708404
행운동-3,서울특별시 관악구 남부순환로 1909 뒤,37.4781130269,126.9616069864
행운동-4,서울특별시 관악구 남부순환로 1945-2 뒤,37.4765766830,126.9652882555
행운동-5,서울특별시 관악구 남부순환로237길 21,37.4794937678,126.9606161119
행운동-6,서울특별시 관악구 남부순환로237길 45,37.4802360054,126.9605749078
행운동-7,서울특별시 관악구 남부순환로237길 47 맞은편,37.4803515349,126.9606352211
행운동-8,서울특별시 관악구 남부순환로237길 53 맞은편,37.4805661316,126.9608351122
행운동-9,서울특별시 관악구 남부순환로239길 45,37.4800239861,126.9621925615
행운동-10,서울특별시 관악구 남부순환로239길 51 옆,37.4802599313,126.9623838529
행운동-11,서울특별시 관악구 남부순환로247가길 14,37.4770378660,126.9657557507
행운동-12,서울특별시 관악구 남부순환로247길 23,37.4771180046,126.9668394606
행운동-13,서울특별시 관악구 남부순환로247길 68,37.4785891528,126.9655102737
행운동-14,서울특별시 관악구 남부순환로247다길 10,37.4772859402,126.9664754611
행운동-15,서울특별시 관악구 남부순환로247다길 55,37.4783839366,126.9644089664
행운동-16,서울특별시 관악구 남부순환로249길 8 맞은편,37.4760810621,126.9675954557
행운동-17,서울특별시 관악구 남부순환로251길 10-1 맞은편,37.4760004966,126.9692235732
행운동-18,서울특별시 관악구 솔밭로2길 17-6,37.4780730302,126.9639201442
행운동-19,서울특별시 관악구 솔밭로2길 17-6,37.4780730302,126.9639201442
행운동-20,서울특별시 관악구 솔밭로2길 9,37.4780611274,126.9633039918
행운동-21,서울특별시 관악구 솔밭로4길 10,37.4783941130,126.9635063141
행운동-22,서울특별시 관악구 솔밭로4길 11-5,37.4787073712,126.9637251542
행운동-23,서울특별시 관악구 솔밭로4길 12,37.4783534302,126.9636453940
행운동-24,서울특별시 관악구 솔밭로7길 11-14,37.4803182043,126.9631710601
행운동-25,서울특별시 관악구 솔밭로7길 16,37.4798887289,126.9638700904
행운동-26,서울특별시 관악구 솔밭로7길 16,37.4798887289,126.9638700904
행운동-27,서울특별시 관악구 솔밭로7길 5,37.4798773736,126.9635683407
행운동-28,서울특별시 관악구 행운1길 58,37.4813153751,126.9568529231
행운동-29,서울특별시 관악구 행운1길 87,37.4825146708,126.9560191834
행운동-30,서울특별시 관악구 행운1나길 8-19,37.4823276577,126.9556342006
행운동-31,서울특별시 관악구 행운1라길 11,37.4832535797,126.9569755010
행운동-32,서울특별시 관악구 행운1라길 70,37.4813633241,126.9589181903
행운동-33,서울특별시 관악구 행운1마길 16,37.4834963972,126.9555042765
행운동-34,서울특별시 관악구 행운1마길 24,37.4831600357,126.9552258857
행운동-35,서울특별시 관악구 행운4길 21,37.4797835777,126.9604819847
행운동-36,서울특별시 관악구 행운4길 39,37.4795008818,126.9614232343
행운동-37,서울특별시 관악구 행운4길 47,37.4792701697,126.9618127260
행운동-38,서울특별시 관악구 행운4길 55-8,37.4792983220,126.9625028202
행운동-39,서울특별시 관악구 행운4길 56,37.4789328473,126.9621407654
행운동-40,서울특별시 관악구 행운5길 20,37.4819413606,126.9592922234
행운동-41,서울특별시 관악구 행운5길 24,37.4820680293,126.9589936695
행운동-42,서울특별시 관악구 행운5길 25,37.4819494964,126.9588492405
행운동-43,서울특별시 관악구 행운5길 37-11 맞은편,37.4818517502,126.9581174421
행운동-44,서울특별시 관악구 행운7길 14,37.4822871741,126.9601030361
행운동-45,서울특별시 관악구 행운7길 40-12 맞은편,37.4832792406,126.9594733051
행운동-46,서울특별시 관악구 행운9길 13,37.4826982565,126.9604969570
청림동-1,서울특별시 관악구 청림2길 28,37.4871492123,126.9583243432
청림동-2,서울특별시 관악구 청림3길 36,37.4896780009,126.9586377365
청림동-3,서울특별시 관악구 청림3길 56,37.4904955320,126.9587719584
청림동-4,서울특별시 관악구 청림3길 59,37.4907493936,126.9586508279
청림동-5,서울특별시 관악구 청림3길 84,37.4916312965,126.9594211876
청림동-6,서울특별시 관악구 청림3마길 14-15,37.4911674497,126.9581070397
청림동-7,서울특별시 관악구 청림5길 29,37.4892873775,126.9595731825
청림동-8,서울특별시 관악구 청림5길 54,37.4903812249,126.9599085391
청림동-9,서울특별시 관악구 청림5길 70,37.4909944031,126.9600342912
청림동-10,서울특별시 관악구 청림6길 13 맞은편,37.4869670239,126.9596082408
성현동-1,서울특별시 관악구 관악로37길 20,37.4875554407,126.9559885261
성현동-2,서울특별시 관악구 관악로37길 45,37.4874280275,126.9566911088
성현동-3,서울특별시 관악구 은천로19길 14-10,37.4878230684,126.9474585000
성현동-4,서울특별시 관악구 은천로21길 10 맞은편,37.4873994559,126.9477549286
성현동-5,서울특별시 관악구 은천로21길 22 맞은편,37.4878361671,126.9479425489
성현동-6,서울특별시 관악구 은천로21길 40,37.4885725762,126.9483882215
성현동-7,서울특별시 관악구 은천로23길 34-14,37.4883653826,126.9493088837
성현동-8,서울특별시 관악구 은천로25길 37,37.4884071445,126.9496253444
성현동-9,서울특별시 관악구 은천로25길 51,37.4886091584,126.9492228970
성현동-10,서울특별시 관악구 은천로35길 11,37.4866043172,126.9538132893
성현동-11,서울특별시 관악구 은천로35다길 10,37.4874070594,126.9536705522
성현동-12,서울특별시 관악구 은천로35다길 16,37.4873635432,126.9532193145
성현동-13,서울특별시 관악구 은천로35라길 27,37.4881016761,126.9523854029
성현동-14,서울특별시 관악구 은천로35마길 16,37.4885889214,126.9530112886
성현동-15,서울특별시 관악구 은천로35바길 7,37.4884377064,126.9543238121
성현동-16,서울특별시 관악구 은천로39길 34,37.4873537749,126.9554538207
성현동-17,서울특별시 관악구 은천로39길 83,37.4887835325,126.9536789741
성현동-18,서울특별시 관악구 은천로39길 9,37.4863821191,126.9549555368
성현동-19,서울특별시 관악구 은천로39길 94,37.4890351504,126.9531369725
