관리번호,설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,상세위치,관리기관명,관리기관전화번호,데이터기준일자
C-11,녹차원 본사,서울특별시,서초구,서울특별시 서초구 도구로9길 15,서울특별시 서초구 방배동 433-1,37.48198142,126.9867608,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-21,신호빌5차,서울특별시,서초구,서울특별시 서초구 방배천로2안길 89,서울특별시 서초구 방배동 456-12,37.48098284,126.9839312,보안등옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-05,정우빌딩,서울특별시,서초구,서울특별시 서초구 방배천로24길 17,서울특별시 서초구 방배동 422-6,37.48490995,126.9844121,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-20,서초지역아동센터,서울특별시,서초구,서울특별시 서초구 방배천로8길 36,서울특별시 서초구 방배동 464-12,37.48040665,126.9846519,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-19,청두어린이공원,서울특별시,서초구,서울특별시 서초구 청두곶8길 3,서울특별시 서초구 방배동 460-23,37.48052011,126.9855369,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-01,우리분재,서울특별시,서초구,서울특별시 서초구 전원말8길 24,서울특별시 서초구 방배동 2898-5,37.46451349,126.9910396,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-15,도구머리 숲놀이터 입구,서울특별시,서초구,서울특별시 서초구 도구로1길 33,서울특별시 서초구 방배동 528,37.47852876,126.9876699,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-06,사랑나눔요양센터,서울특별시,서초구,서울특별시 서초구 서초대로4길 23,서울특별시 서초구 방배동 954-1,37.484677,126.9854853,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-07,장애인사회연구소,서울특별시,서초구,서울특별시 서초구 서초대로4길 45,서울특별시 서초구 방배동 954-14,37.48380696,126.9860602,보안등옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-09,GS25 디에이치방배가온점,서울특별시,서초구,서울특별시 서초구 도구로 79,서울특별시 서초구 방배동 954-22,37.48369213,126.9864818,우편물보관함옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-23,요아정 방배점,서울특별시,서초구,서울특별시 서초구 방배천로4안길 26,서울특별시 서초구 방배동 451-1,37.47928527,126.9834247,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-17,신구빌라,서울특별시,서초구,서울특별시 서초구 청두곶길 14,서울특별시 서초구 방배동 473-1,37.47797421,126.9854592,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-13,뉴캐슬아파트,서울특별시,서초구,서울특별시 서초구 도구로 47,서울특별시 서초구 방배동 971-1,37.48105136,126.9881445,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-08,한스빌,서울특별시,서초구,서울특별시 서초구 서초대로4길 63,서울특별시 서초구 방배동 957-6,37.48316496,126.9865319,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-39,무궁화빌라,서울특별시,서초구,서울특별시 서초구 효령로 35-9,서울특별시 서초구 방배동 528-94,37.47859267,126.9879198,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-18,덕산빌딩,서울특별시,서초구,서울특별시 서초구 청두곶14길 12,서울특별시 서초구 방배동 458-5,37.48151047,126.986044,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-10,햇님어린이공원 입구,서울특별시,서초구,서울특별시 서초구 청두곶길 72,서울특별시 서초구 방배동 956-1,37.48302277,126.9856524,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-12,도구머리근린공원 입구,서울특별시,서초구,서울특별시 서초구 도구로5길 14,서울특별시 서초구 방배동 466-1,37.48076911,126.9876086,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-24,황제맨숀,서울특별시,서초구,서울특별시 서초구 효령로21길 60,서울특별시 서초구 방배동 977-1,37.4825576,126.9914629,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-16,도브빌,서울특별시,서초구,서울특별시 서초구 도구로1길 75,서울특별시 서초구 방배동 474-2,37.47748048,126.9856671,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-30,서전아트빌라,서울특별시,서초구,서울특별시 서초구 남부순환로287길 21,서울특별시 서초구 방배동 478-10,37.47664501,126.987583,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-29,성원주택,서울특별시,서초구,서울특별시 서초구 효령로28길 7,서울특별시 서초구 방배동 981-54,37.48037316,126.9959512,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-36,세양빌딩,서울특별시,서초구,서울특별시 서초구 효령로26길 9-3,서울특별시 서초구 방배동 981-29,37.48021365,126.9952406,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-35,엘르빌,서울특별시,서초구,서울특별시 서초구 효령로34길 17,서울특별시 서초구 방배동 985-15,37.4809587,126.9997517,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-39,공작빌라트,서울특별시,서초구,서울특별시 서초구 방배로5길 33,서울특별시 서초구 방배동 1029-1,37.47738926,126.9984811,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-42,문영오페라빌라,서울특별시,서초구,서울특별시 서초구 효령로 182-10,서울특별시 서초구 방배동 1001-27,37.48201039,127.0039827,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-31,지오빌,서울특별시,서초구,서울특별시 서초구 남부순환로297길 32,서울특별시 서초구 방배동 593-59,37.47508148,126.9946629,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-32,방배하이츠,서울특별시,서초구,서울특별시 서초구 남부순환로297라길 16,서울특별시 서초구 방배동 593-11,37.47623763,126.9940545,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-33,태인아트빌라,서울특별시,서초구,서울특별시 서초구 남부순환로297가길 26,서울특별시 서초구 방배동 593-70,37.475249,126.9933971,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-34,서릉빌라,서울특별시,서초구,서울특별시 서초구 남부순환로297가길 9-26,서울특별시 서초구 방배동 593-74,37.47492184,126.993267,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-37,강림그린빌라,서울특별시,서초구,서울특별시 서초구 명달로9길 109,서울특별시 서초구 방배동 996-1,37.47883203,127.0025645,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-40,화인하우스,서울특별시,서초구,서울특별시 서초구 방배로6길 10-8,서울특별시 서초구 방배동 1023-7,37.47883322,126.9999948,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-38,우림빌라,서울특별시,서초구,서울특별시 서초구 방배로10길 10-28,서울특별시 서초구 방배동 983-13,37.48006076,126.9992113,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-41,전라북도장학숙,서울특별시,서초구,서울특별시 서초구 명달로9길 117-17,서울특별시 서초구 방배동 996-3,37.4790287,127.0033277,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-44,두원빌라,서울특별시,서초구,서울특별시 서초구 서초대로33길 12-4,서울특별시 서초구 방배동 882-1,37.48922451,126.9968391,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-56,현대오페라하우스,서울특별시,서초구,서울특별시 서초구 동광로4길 15,서울특별시 서초구 방배동 825-12,37.49010136,126.9849322,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-57,원주빌라,서울특별시,서초구,서울특별시 서초구 서초대로15길 65,서울특별시 서초구 방배동 831-11,37.4892413,126.9884923,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-65,현대오페라하우스,서울특별시,서초구,서울특별시 서초구 동광로4길 15,서울특별시 서초구 방배동 825-12,37.49010136,126.9849322,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-62,제일아트빌라,서울특별시,서초구,서울특별시 서초구 동광로10길 11-8,서울특별시 서초구 방배동 822-15,37.49042194,126.9864387,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-64,제일아트빌라,서울특별시,서초구,서울특별시 서초구 동광로10길 11-8,서울특별시 서초구 방배동 822-15,37.49042194,126.9864387,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-60,태성빌딩,서울특별시,서초구,서울특별시 서초구 동광로12길 52,서울특별시 서초구 방배동 827-19,37.48909075,126.9861044,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-26,태성빌딩,서울특별시,서초구,서울특별시 서초구 동광로12길 52,서울특별시 서초구 방배동 827-19,37.48909075,126.9861044,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-59,방배오피스텔,서울특별시,서초구,서울특별시 서초구 동광로 56-1,서울특별시 서초구 방배동 814-8,37.49203627,126.9889695,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-46,레베빌,서울특별시,서초구,서울특별시 서초구 동광로32길 30,서울특별시 서초구 방배동 799-6,37.49303057,126.9976682,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-45,테이블79,서울특별시,서초구,서울특별시 서초구 방배로26길 71,서울특별시 서초구 방배동 848-17,37.49048781,126.996497,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-49,월드빌리지,서울특별시,서초구,서울특별시 서초구 서초대로25길 80,서울특별시 서초구 방배동 838-1,37.49143054,126.9927583,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-02,삼원주택,서울특별시,서초구,서울특별시 서초구 동광로32길 54,서울특별시 서초구 방배동 846-5,37.49208901,126.9975781,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-55,대경빌딩,서울특별시,서초구,서울특별시 서초구 서초대로19길 10-1,서울특별시 서초구 방배동 873-5,37.48774298,126.9913195,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-53,빌라도르,서울특별시,서초구,서울특별시 서초구 서초대로33길 67,서울특별시 서초구 방배동 840-10,37.49138345,126.9951274,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-54,판테옹빌라,서울특별시,서초구,서울특별시 서초구 동광로24길 37,서울특별시 서초구 방배동 841-2,37.49159152,126.993802,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-52,프리우스아파트,서울특별시,서초구,서울특별시 서초구 방배로30길 84,서울특별시 서초구 방배동 846-1,37.49193033,126.9969108,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-61,동도빌라트,서울특별시,서초구,서울특별시 서초구 동광로30길 41,서울특별시 서초구 방배동 846-2,37.49166841,126.9968117,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-50,오복한우리,서울특별시,서초구,서울특별시 서초구 방배로32길 30-3,서울특별시 서초구 방배동 838-27,37.4915978,126.9932867,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-51,파인빌리지,서울특별시,서초구,서울특별시 서초구 서초대로33길 84-5,서울특별시 서초구 방배동 843-1,37.49228842,126.9950358,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-58,방배한신트리플,서울특별시,서초구,서울특별시 서초구 방배로33길 29,서울특별시 서초구 방배동 816-1,37.49124224,126.9892705,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-27,뉴청광빌라,서울특별시,서초구,서울특별시 서초구 방배천로34길 34,서울특별시 서초구 방배동 861-2,37.48780556,126.9878021,보안등옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-63,로고스교회,서울특별시,서초구,서울특별시 서초구 방배천로 126,서울특별시 서초구 방배동 865-1,37.48697011,126.9851115,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
C-48,방배힐1차,서울특별시,서초구,서울특별시 서초구 방배로34길 35,서울특별시 서초구 방배동 807-16,37.49319399,126.9927059,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
C-43,엘리시아,서울특별시,서초구,서울특별시 서초구 서초대로33길 33,서울특별시 서초구 방배동 878-32,37.4900545,126.9960473,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-18,미라보아파트,서울특별시,서초구,서울특별시 서초구 강남대로34길 18,서울특별시 서초구 양재동 10-13,37.48298466,127.0370707,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-19,영동교회,서울특별시,서초구,서울특별시 서초구 남부순환로350길 75,서울특별시 서초구 양재동 10-41,37.48196848,127.0380083,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-28,일건공원빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로20길 19,서울특별시 서초구 양재동 104-4,37.47427104,127.0339339,공원입구,서울특별시 서초구청,02-2155-6742,2025-02-18
D-27,은성빌딩,서울특별시,서초구,서울특별시 서초구 양재천로7길 23,서울특별시 서초구 양재동 106-9,37.47497011,127.0352756,통신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-32,차니빌,서울특별시,서초구,서울특별시 서초구 강남대로23길 66,서울특별시 서초구 양재동 114-5,37.4751072,127.0359879,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-16,비전아파트,서울특별시,서초구,서울특별시 서초구 바우뫼로39길 39,서울특별시 서초구 양재동 17-35,37.48134836,127.03979,우편함물건보관함 옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-03,윤화빌딩,서울특별시,서초구,서울특별시 서초구 남부순환로356길 100,서울특별시 서초구 양재동 16-3,37.48055947,127.0391503,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-04,현대빌딩,서울특별시,서초구,서울특별시 서초구 바우뫼로39길 36,서울특별시 서초구 양재동 18-16,37.48124285,127.0403147,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-06,풍림빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로41길 21,서울특별시 서초구 양재동 18-18,37.48155231,127.0406863,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-05,풍림빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로41길 21,서울특별시 서초구 양재동 18-18,37.48155231,127.0406863,통신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-07,영동빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로39길 52,서울특별시 서초구 양재동 18-10,37.48211295,127.0400766,통신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-21,에스앤디하우스,서울특별시,서초구,서울특별시 서초구 바우뫼로35길 10-3,서울특별시 서초구 양재동 20-15,37.47915154,127.0394449,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-20,월드빌아파트,서울특별시,서초구,서울특별시 서초구 바우뫼로35길 18,서울특별시 서초구 양재동 20-18,37.47934551,127.0392253,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-09,서초현대어린이집,서울특별시,서초구,서울특별시 서초구 강남대로30길 77,서울특별시 서초구 양재동 7-56,37.48304878,127.0415285,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-31,신동아빌라,서울특별시,서초구,서울특별시 서초구 강남대로27길 38,서울특별시 서초구 양재동 44,37.4792511,127.0360926,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-22,아이비스위트,서울특별시,서초구,서울특별시 서초구 바우뫼로37길 5,서울특별시 서초구 양재동 5-20,37.4790724,127.0398154,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-30,방아다리근린공원,서울특별시,서초구,서울특별시 서초구 강남대로27길 62,서울특별시 서초구 양재동 58-2,37.47852522,127.0346691,통신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-33,일건빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로33길 34,서울특별시 서초구 양재동 65,37.47906379,127.0369351,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-29,일동카센터,서울특별시,서초구,서울특별시 서초구 바우뫼로27길 7-17,서울특별시 서초구 양재동 70-4,37.47662808,127.0358018,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-10,삼성빌라,서울특별시,서초구,서울특별시 서초구 강남대로30길 77-8,서울특별시 서초구 양재동 7-60,37.4836731,127.0412223,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-11,우경빌딩,서울특별시,서초구,서울특별시 서초구 논현로27길 72,서울특별시 서초구 양재동 82-17,37.47876803,127.0406274,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-17,위너스,서울특별시,서초구,서울특별시 서초구 남부순환로358길 34,서울특별시 서초구 양재동 8-15,37.4841799,127.0391571,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-13,나우빌,서울특별시,서초구,서울특별시 서초구 바우뫼로39길 88-11,서울특별시 서초구 양재동 8-35,37.48363576,127.0394919,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-12,양재어린이공원,서울특별시,서초구,서울특별시 서초구 바우뫼로39길 85,서울특별시 서초구 양재동 8-42,37.48337566,127.038874,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-15,전국자동차노조연맹사옥,서울특별시,서초구,서울특별시 서초구 논현로31길 9,서울특별시 서초구 양재동 4-2,37.4820098,127.0423603,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-24,양정빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로23길 20-5,서울특별시 서초구 양재동 73-2,37.47757299,127.0351271,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-75,대호빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로2길 41-3,서울특별시 서초구 우면동 9-9,37.46840488,127.0263446,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-34,성촌생태어린이집,서울특별시,서초구,서울특별시 서초구 성촌길 95,서울특별시 서초구 우면동 205-1,37.46690495,127.0205308,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-74,카페장꼬방,서울특별시,서초구,서울특별시 서초구 형촌10길 4,서울특별시 서초구 우면동 210-2,37.46595713,127.0197424,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-14,코오롱아파트,서울특별시,서초구,서울특별시 서초구 바우뫼로11길 28,서울특별시 서초구 우면동 29-11,37.47332178,127.0275469,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-26,코오롱아파트 후문,서울특별시,서초구,서울특별시 서초구 바우뫼로11안길 2,서울특별시 서초구 우면동 29-20,37.47323056,127.0273069,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-73,기쁨교회,서울특별시,서초구,서울특별시 서초구 바우뫼로9길 26,서울특별시 서초구 우면동 35-19,37.47246519,127.0259644,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-57,길명오퍼스 아파트,서울특별시,서초구,서울특별시 서초구 강남대로30길 51-3,서울특별시 서초구 양재동 9-38,37.48248818,127.0396638,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-08,삼익우면빌라,서울특별시,서초구,서울특별시 서초구 바우뫼로6길 32-14,서울특별시 서초구 우면동 5-4,37.46837798,127.0257583,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-51,횃불어린이공원,서울특별시,서초구,서울특별시 서초구 바우뫼로33길 7-4,서울특별시 서초구 양재동 68,37.47803201,127.0373271,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-01,부성빌딩,서울특별시,서초구,서울특별시 서초구 매헌로6길 36-8,서울특별시 서초구 양재동 207-1,37.46526545,127.0354346,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-65,양재빌리지,서울특별시,서초구,서울특별시 서초구 마방로2길 15-22,서울특별시 서초구 양재동 248-4,37.47347535,127.0402982,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-42,소암빌딩,서울특별시,서초구,서울특별시 서초구 논현로13길 11,서울특별시 서초구 양재동 285-2,37.47446976,127.0469584,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-45,충원실버빌,서울특별시,서초구,서울특별시 서초구 마방로6길 7-19,서울특별시 서초구 양재동 262-6,37.47596661,127.0424253,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-36,개뜰어린이공원,서울특별시,서초구,서울특별시 서초구 마방로6길 8-53,서울특별시 서초구 양재동 259-3,37.47409165,127.0415592,공원입구,서울특별시 서초구청,02-2155-6742,2025-02-18
D-38,법제교육센터,서울특별시,서초구,서울특별시 서초구 언남12길 29-7,서울특별시 서초구 양재동 294-2,37.47357552,127.0455509,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-60,아미빌,서울특별시,서초구,서울특별시 서초구 언남16길 32,서울특별시 서초구 양재동 299,37.47363571,127.0460153,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-37,서강,서울특별시,서초구,서울특별시 서초구 언남16길 47,서울특별시 서초구 양재동 300-9,37.47325924,127.0467641,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-39,경영빌리지,서울특별시,서초구,서울특별시 서초구 언남12길 19-15,서울특별시 서초구 양재동 302-5,37.47409631,127.0455416,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-66,상원빌라,서울특별시,서초구,서울특별시 서초구 강남대로18길 16-1,서울특별시 서초구 양재동 313-12,37.47187638,127.0398764,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-43,송원빌딩,서울특별시,서초구,서울특별시 서초구 언남20길 20,서울특별시 서초구 양재동 281-5,37.47486316,127.0466991,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-62,영빈아트빌라,서울특별시,서초구,서울특별시 서초구 강남대로6길 60-1,서울특별시 서초구 양재동 358-13,37.46827019,127.0441193,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-61,양재빌딩,서울특별시,서초구,서울특별시 서초구 강남대로6길 50,서울특별시 서초구 양재동 356,37.46791556,127.0436118,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-55,양재화이트빌라,서울특별시,서초구,서울특별시 서초구 동산로12길 13-8,서울특별시 서초구 양재동 379-1,37.47115108,127.0457805,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-53,파크뷰아파트,서울특별시,서초구,서울특별시 서초구 강남대로6길 148,서울특별시 서초구 양재동 389-2,37.47096117,127.0473334,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-52,리치빌,서울특별시,서초구,서울특별시 서초구 동산로16길 7,서울특별시 서초구 양재동 392-21,37.47224502,127.0471158,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-48,태림하이츠빌라,서울특별시,서초구,서울특별시 서초구 논현로5길 24-17,서울특별시 서초구 양재동 396-1,37.47237512,127.0480125,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-49,이오스빌딩,서울특별시,서초구,서울특별시 서초구 논현로5길 21,서울특별시 서초구 양재동 400-13,37.47183181,127.0489034,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-64,양재2동주민센터,서울특별시,서초구,서울특별시 서초구 강남대로12길 44,서울특별시 서초구 양재동 323-1,37.47064502,127.0412829,주차장 ,서울특별시 서초구청,02-2155-6742,2025-02-18
D-50,은혜어린이집,서울특별시,서초구,서울특별시 서초구 마방로10길 54-24,서울특별시 서초구 양재동 271-15,37.47475835,127.0439386,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-35,은행나무집,서울특별시,서초구,서울특별시 서초구 신흥말길 68,서울특별시 서초구 내곡동 1-353,37.45470128,127.0808318,가로등옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-72,서호건설산업,서울특별시,서초구,서울특별시 서초구 능안말1길 15-1,서울특별시 서초구 내곡동 170-3,37.45510872,127.0658692,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-59,내곡열린문화센터,서울특별시,서초구,서울특별시 서초구 청계산로15길 77,서울특별시 서초구 신원동 627,37.44930752,127.0582114,도로변,서울특별시 서초구청,02-2155-6742,2025-02-18
D-56,신원제2노인정,서울특별시,서초구,서울특별시 서초구 새정1길 7,서울특별시 서초구 신원동 9-26,37.43533579,127.0691627,가로등옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-58,엠코바네사Ⅰ ,서울특별시,서초구,서울특별시 서초구 염곡말길 35,서울특별시 서초구 염곡동 133-1,37.46262363,127.0535442,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-67,씨유서초염곡점,서울특별시,서초구,서울특별시 서초구 염곡말길 19,서울특별시 서초구 염곡동 106-7,37.46201728,127.052251,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-47,주택가,서울특별시,서초구,서울특별시 서초구 염곡안3길 21,서울특별시 서초구 염곡동 39-1,37.46323721,127.0553072,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-70,해피빌라,서울특별시,서초구,서울특별시 서초구 염곡안길 56,서울특별시 서초구 염곡동 145-2,37.46362746,127.0546852,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-69,염곡동 어린이공원,서울특별시,서초구,서울특별시 서초구 염곡안3길 11,서울특별시 서초구 염곡동 142,37.46336546,127.0540805,전신주옆,서울특별시 서초구청,02-2155-6742,2025-02-18
D-71,윤정상회,서울특별시,서초구,서울특별시 서초구 염곡안1길 3,서울특별시 서초구 염곡동 85-1,37.46228787,127.0499412,CCTV폴옆,서울특별시 서초구청,02-2155-6742,2025-02-18
